,Id,Name,NF_Subgroup__c,NF_Group__c,NF_Region__c,NF_Route__c,NF_Stage_Duration__c,StageName,NF_Stage_Change_Count__c,NF_Days_Through_Closing__c,NF_Days_Through_Qualified__c,Amount,NF_Client_Rev_Mil__c,NF_Client_Size_Employee__c,NF_Rev_T24M_Category__c,MainCompetitors__c,NF_Ratio_Identified_To_Total_Days__c,NF_Ratio_Validated_To_Total_Days__c,NF_Ratio_Qualified_To_Total_Days__c,NF_Deal_Size_Category__c
554,0061N00000VboQfQAJ,6854620,Replacement Parts,Car Accessories,Mid-Atlantic,Reseller,81.0,Closed Won,2.0,8.0,8.0,78200.0,3.0,3.0,0.0,Unknown,0.0,1.0,0.0,4.0
555,0061N00000VboQgQAJ,7959922,Batteries & Accessories,Car Accessories,Pacific,Telesales,39.0,Closed Won,2.0,0.0,0.0,0.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
556,0061N00000VboQhQAJ,6914284,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,53.0,Closed Lost,3.0,33.0,33.0,200000.0,3.0,4.0,0.0,Known,1.0,0.0,0.0,5.0
557,0061N00000VboQiQAJ,7474387,Replacement Parts,Car Accessories,Southeast,Fields Sales,65.0,Closed Lost,2.0,0.0,0.0,12000.0,1.0,3.0,0.0,Unknown,0.0,0.0,1.0,2.0
558,0061N00000VboQjQAJ,6312399,Performance Parts,Performance & Non-auto,Mid-Atlantic,Reseller,90.0,Closed Lost,2.0,22.0,22.0,25000.0,4.0,3.0,0.0,Unknown,0.0,1.0,0.0,3.0
559,0061N00000VboQkQAJ,8455364,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,27.0,Closed Won,3.0,2.0,2.0,5500.0,1.0,1.0,0.0,Unknown,0.0,0.043478,0.956522,1.0
560,0061N00000VboQlQAJ,7784748,Exterior Accessories,Car Accessories,Midwest,Reseller,23.0,Closed Won,2.0,0.0,0.0,16500.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,2.0
561,0061N00000VboQmQAJ,6444195,Exterior Accessories,Car Accessories,Midwest,Reseller,86.0,Closed Won,5.0,6.0,6.0,60000.0,1.0,1.0,4.0,Unknown,0.0,0.018182,0.981818,4.0
562,0061N00000VboQnQAJ,7405354,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,45.0,Closed Lost,3.0,23.0,23.0,104651.0,5.0,2.0,0.0,Unknown,0.0,0.00431,0.99569,5.0
563,0061N00000VboQoQAJ,8399483,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,30.0,Closed Won,2.0,2.0,2.0,229421.0,1.0,1.0,0.0,None,0.0,1.0,0.0,5.0
564,0061N00000VboQpQAJ,7713128,Shelters & RV,Performance & Non-auto,Northwest,Reseller,47.0,Closed Lost,4.0,10.0,10.0,200000.0,1.0,1.0,0.0,Unknown,0.72449,0.010204,0.265306,5.0
565,0061N00000VboQqQAJ,7934864,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,42.0,Closed Lost,2.0,6.0,6.0,108500.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
566,0061N00000VboQrQAJ,7800544,Replacement Parts,Car Accessories,Southwest,Fields Sales,46.0,Closed Lost,2.0,7.0,7.0,600000.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,7.0
567,0061N00000VboQsQAJ,7546133,Exterior Accessories,Car Accessories,Midwest,Fields Sales,58.0,Closed Lost,2.0,5.0,5.0,49079.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
568,0061N00000VboQtQAJ,7180778,Motorcycle Parts,Performance & Non-auto,Northwest,Other,64.0,Closed Won,3.0,13.0,13.0,653338.0,5.0,3.0,0.0,Known,0.0,0.223077,0.776923,7.0
569,0061N00000VboQuQAJ,6831883,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,86.0,Closed Won,4.0,4.0,4.0,10000.0,3.0,3.0,0.0,Known,0.190476,0.428571,0.380952,2.0
570,0061N00000VboQvQAJ,8545658,Exterior Accessories,Car Accessories,Southwest,Telesales,4.0,Closed Lost,2.0,23.0,23.0,15000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,2.0
571,0061N00000VboQwQAJ,6403997,Exterior Accessories,Car Accessories,Pacific,Fields Sales,73.0,Closed Lost,2.0,35.0,35.0,130000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
572,0061N00000VboQxQAJ,8378955,Garage & Car Care,Car Accessories,Midwest,Reseller,27.0,Closed Lost,2.0,7.0,7.0,50000.0,1.0,1.0,0.0,Known,0.0,0.0,1.0,4.0
573,0061N00000VboQyQAJ,7645553,Exterior Accessories,Car Accessories,Midwest,Reseller,42.0,Closed Lost,2.0,18.0,18.0,10000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
574,0061N00000VboQzQAJ,6682681,Replacement Parts,Car Accessories,Southwest,Reseller,91.0,Closed Lost,2.0,5.0,5.0,20000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
575,0061N00000VboR0QAJ,7202715,Shelters & RV,Performance & Non-auto,Northeast,Reseller,39.0,Closed Lost,13.0,37.0,37.0,100000.0,1.0,1.0,0.0,Unknown,0.061995,0.339623,0.598383,5.0
576,0061N00000VboR1QAJ,8179485,Garage & Car Care,Car Accessories,Northwest,Reseller,38.0,Closed Won,4.0,2.0,2.0,1675.0,1.0,1.0,1.0,Unknown,0.0,0.363636,0.454545,1.0
577,0061N00000VboR2QAJ,7153447,Garage & Car Care,Car Accessories,Midwest,Reseller,78.0,Closed Won,1.0,0.0,0.0,54.0,1.0,2.0,0.0,Unknown,0.0,0.0,0.0,1.0
578,0061N00000VboR3QAJ,8249062,Performance Parts,Performance & Non-auto,Southwest,Fields Sales,38.0,Closed Lost,1.0,0.0,0.0,750000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,7.0
579,0061N00000VboR4QAJ,7367786,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,55.0,Closed Won,5.0,15.0,15.0,90000.0,2.0,1.0,0.0,Known,0.0,0.221477,0.778523,4.0
580,0061N00000VboR5QAJ,7673433,Replacement Parts,Car Accessories,Mid-Atlantic,Reseller,55.0,Closed Won,3.0,3.0,3.0,68000.0,1.0,1.0,3.0,Unknown,0.0,0.035714,0.964286,4.0
581,0061N00000VboR6QAJ,7441527,Replacement Parts,Car Accessories,Northeast,Reseller,44.0,Closed Lost,3.0,23.0,23.0,30000.0,4.0,5.0,0.0,Unknown,0.17316,0.82684,0.0,3.0
582,0061N00000VboR7QAJ,6515208,Towing & Hitches,Car Accessories,Southeast,Fields Sales,45.0,Closed Won,6.0,27.0,27.0,67000.0,2.0,1.0,0.0,Known,0.0,0.04797,0.95203,4.0
583,0061N00000VboR8QAJ,8372099,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,16.0,Closed Lost,4.0,16.0,16.0,135160.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
584,0061N00000VboR9QAJ,6922538,Shelters & RV,Performance & Non-auto,Midwest,Reseller,82.0,Closed Won,3.0,5.0,3.0,34646.0,1.0,1.0,2.0,Unknown,0.0,0.688889,0.0,3.0
585,0061N00000VboRAQAZ,7239693,Replacement Parts,Car Accessories,Pacific,Other,45.0,Closed Lost,4.0,24.0,24.0,25002.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
586,0061N00000VboRBQAZ,8448184,Exterior Accessories,Car Accessories,Midwest,Reseller,30.0,Closed Won,1.0,0.0,0.0,5720.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
587,0061N00000VboRCQAZ,7572078,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,46.0,Closed Won,3.0,16.0,2.0,10000.0,1.0,1.0,1.0,Unknown,0.0,0.116564,0.0,2.0
588,0061N00000VboRDQAZ,7242478,Towing & Hitches,Car Accessories,Pacific,Reseller,72.0,Closed Won,3.0,3.0,1.0,13951.0,5.0,5.0,0.0,Unknown,0.0,0.214286,0.0,2.0
589,0061N00000VboREQAZ,7713061,Exterior Accessories,Car Accessories,Northwest,Reseller,55.0,Closed Won,3.0,2.0,2.0,23684.0,1.0,1.0,0.0,Unknown,0.0,0.181818,0.818182,2.0
590,0061N00000VboRFQAZ,7637293,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,57.0,Closed Won,2.0,3.0,3.0,55000.0,1.0,1.0,2.0,Known,0.0,0.0,1.0,4.0
591,0061N00000VboRGQAZ,7844616,Batteries & Accessories,Car Accessories,Pacific,Reseller,51.0,Closed Won,2.0,0.0,0.0,7000.0,1.0,1.0,3.0,None,0.0,0.0,0.0,1.0
592,0061N00000VboRHQAZ,8182502,Shelters & RV,Performance & Non-auto,Southeast,Reseller,37.0,Closed Won,2.0,3.0,3.0,19770.0,1.0,1.0,0.0,Unknown,0.0,0.0,1.0,2.0
593,0061N00000VboRIQAZ,7024790,Interior Accessories,Car Accessories,Southeast,Fields Sales,79.0,Closed Won,4.0,1.0,0.0,44118.0,4.0,1.0,0.0,None,0.0,0.0,0.6,3.0
594,0061N00000VboRJQAZ,7020191,Exterior Accessories,Car Accessories,Northeast,Reseller,41.0,Closed Won,2.0,0.0,0.0,8181.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
595,0061N00000VboRKQAZ,7494257,Car Electronics,Car Electronics,Northwest,Fields Sales,61.0,Closed Lost,2.0,4.0,4.0,48192.0,5.0,4.0,0.0,Unknown,1.0,0.0,0.0,3.0
596,0061N00000VboRLQAZ,8236529,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,27.0,Closed Won,4.0,12.0,12.0,66000.0,1.0,1.0,3.0,Unknown,0.0,0.576271,0.423729,4.0
597,0061N00000VboRMQAZ,6576482,Batteries & Accessories,Car Accessories,Northwest,Reseller,61.0,Closed Lost,5.0,39.0,39.0,100000.0,4.0,5.0,0.0,Unknown,0.0,0.020305,0.979695,5.0
598,0061N00000VboRNQAZ,6360403,Batteries & Accessories,Car Accessories,Pacific,Reseller,24.0,Closed Won,3.0,6.0,6.0,69756.0,3.0,3.0,0.0,Unknown,0.0,1.0,0.0,4.0
599,0061N00000VboROQAZ,9496231,Performance Parts,Performance & Non-auto,Pacific,Fields Sales,18.0,Closed Lost,2.0,3.0,3.0,0.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
600,0061N00000Vbo83QAB,7234942,Shelters & RV,Performance & Non-auto,Northwest,Reseller,41.0,Closed Lost,10.0,34.0,34.0,100000.0,1.0,5.0,0.0,Unknown,0.002924,0.073099,0.923977,5.0
601,0061N00000Vbo84QAB,7106432,Interior Accessories,Car Accessories,Midwest,Fields Sales,75.0,Closed Lost,2.0,5.0,5.0,0.0,2.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
602,0061N00000Vbo85QAB,8080185,Exterior Accessories,Car Accessories,Southwest,Reseller,37.0,Closed Won,3.0,6.0,6.0,25000.0,1.0,1.0,2.0,None,0.0,0.031746,0.968254,3.0
603,0061N00000Vbo86QAB,6708428,Exterior Accessories,Car Accessories,Midwest,Reseller,77.0,Closed Won,5.0,7.0,7.0,320.0,2.0,1.0,1.0,None,0.0,0.90411,0.09589,1.0
604,0061N00000Vbo87QAB,6874623,Garage & Car Care,Car Accessories,Northwest,Reseller,74.0,Closed Won,5.0,3.0,2.0,49896.0,5.0,2.0,0.0,Unknown,0.0,0.481481,0.407407,3.0
605,0061N00000Vbo88QAB,6766812,Garage & Car Care,Car Accessories,Midwest,Reseller,88.0,Closed Lost,2.0,5.0,5.0,24000.0,1.0,3.0,0.0,Unknown,0.0,1.0,0.0,2.0
606,0061N00000Vbo89QAB,7258869,Batteries & Accessories,Car Accessories,Southwest,Reseller,54.0,Closed Lost,6.0,18.0,18.0,50000.0,1.0,2.0,0.0,Unknown,0.0,0.556818,0.443182,4.0
607,0061N00000Vbo8AQAR,8008982,Exterior Accessories,Car Accessories,Southeast,Reseller,44.0,Closed Won,2.0,2.0,2.0,14000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
608,0061N00000Vbo8BQAR,7872193,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,47.0,Closed Won,5.0,3.0,3.0,20232.0,1.0,1.0,0.0,Unknown,0.032258,0.516129,0.419355,2.0
609,0061N00000Vbo8CQAR,6130784,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,91.0,Closed Lost,4.0,28.0,28.0,20000.0,1.0,1.0,0.0,Known,0.528169,0.014085,0.457746,2.0
610,0061N00000Vbo8DQAR,9492946,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,16.0,Closed Won,2.0,5.0,0.0,18702.0,1.0,1.0,4.0,None,0.0,0.0,0.0,2.0
611,0061N00000Vbo8EQAR,7216610,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,59.0,Closed Lost,4.0,4.0,4.0,50000.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,4.0
612,0061N00000Vbo8FQAR,6875144,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,82.0,Closed Won,3.0,6.0,6.0,20318.0,1.0,1.0,1.0,Unknown,0.0,0.080645,0.919355,2.0
613,0061N00000Vbo8GQAR,6766637,Replacement Parts,Car Accessories,Midwest,Reseller,91.0,Closed Won,3.0,2.0,1.0,338282.0,1.0,1.0,2.0,Unknown,0.0,0.411765,0.0,6.0
614,0061N00000Vbo8HQAR,8034515,Exterior Accessories,Car Accessories,Pacific,Reseller,39.0,Closed Won,3.0,6.0,5.0,9088.0,1.0,1.0,3.0,Unknown,0.0,0.85,0.0,1.0
615,0061N00000Vbo8IQAR,7285075,Interior Accessories,Car Accessories,Southeast,Fields Sales,49.0,Closed Lost,5.0,25.0,25.0,300000.0,5.0,5.0,0.0,Unknown,0.195918,0.804082,0.0,6.0
616,0061N00000Vbo8JQAR,7143101,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,72.0,Closed Lost,2.0,6.0,6.0,20000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
617,0061N00000Vbo8KQAR,7339481,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,60.0,Closed Lost,2.0,12.0,12.0,150000.0,5.0,2.0,0.0,Unknown,0.0,1.0,0.0,5.0
618,0061N00000Vbo8LQAR,8287042,Batteries & Accessories,Car Accessories,Northeast,Reseller,16.0,Closed Lost,3.0,20.0,20.0,100000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
619,0061N00000Vbo8MQAR,7336332,Garage & Car Care,Car Accessories,Southwest,Fields Sales,47.0,Closed Lost,5.0,12.0,7.0,30000.0,1.0,2.0,0.0,Unknown,0.0,0.393162,0.179487,3.0
620,0061N00000Vbo8NQAR,7032761,Garage & Car Care,Car Accessories,Northwest,Reseller,79.0,Closed Lost,2.0,4.0,4.0,44278.0,2.0,2.0,0.0,Unknown,1.0,0.0,0.0,3.0
621,0061N00000Vbo8OQAR,7157869,Replacement Parts,Car Accessories,Pacific,Fields Sales,74.0,Closed Lost,2.0,4.0,4.0,50000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,4.0
622,0061N00000Vbo8PQAR,9472179,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,22.0,Closed Lost,2.0,0.0,0.0,110000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,5.0
623,0061N00000Vbo8QQAR,8228212,Garage & Car Care,Car Accessories,Midwest,Reseller,39.0,Closed Won,1.0,0.0,0.0,8250.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
624,0061N00000Vbo8RQAR,7968153,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,39.0,Closed Won,3.0,9.0,7.0,38753.0,1.0,1.0,0.0,Known,0.0,0.0,0.847059,3.0
625,0061N00000Vbo8SQAR,8164266,Replacement Parts,Car Accessories,Pacific,Fields Sales,28.0,Closed Won,2.0,13.0,0.0,573.0,1.0,1.0,3.0,None,0.0,0.0,0.0,1.0
626,0061N00000Vbo8TQAR,7219921,Exterior Accessories,Car Accessories,Midwest,Reseller,66.0,Closed Won,4.0,10.0,7.0,30674.0,4.0,1.0,0.0,Unknown,0.0,0.126316,0.578947,3.0
627,0061N00000Vbo8UQAR,9626070,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,16.0,Closed Won,1.0,0.0,0.0,12537.0,1.0,1.0,0.0,None,0.0,0.0,0.0,2.0
628,0061N00000Vbo8VQAR,6313248,Exterior Accessories,Car Accessories,Midwest,Fields Sales,89.0,Closed Lost,3.0,22.0,22.0,6134.0,1.0,1.0,0.0,Known,0.008969,0.991031,0.0,1.0
629,0061N00000Vbo8WQAR,7608386,Shelters & RV,Performance & Non-auto,Northeast,Reseller,26.0,Closed Lost,2.0,35.0,35.0,10000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
630,0061N00000Vbo8XQAR,8202666,Garage & Car Care,Car Accessories,Midwest,Fields Sales,37.0,Closed Won,2.0,2.0,0.0,1000.0,1.0,1.0,0.0,Known,0.0,0.0,0.0,1.0
631,0061N00000Vbo8YQAR,7595204,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,35.0,Closed Lost,3.0,27.0,27.0,5000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
632,0061N00000Vbo8ZQAR,6770103,Garage & Car Care,Car Accessories,Midwest,Reseller,73.0,Closed Won,6.0,18.0,8.0,52788.0,1.0,2.0,0.0,Unknown,0.0,0.308571,0.165714,4.0
633,0061N00000Vbo8aQAB,7534538,Exterior Accessories,Car Accessories,Midwest,Reseller,51.0,Closed Lost,5.0,12.0,12.0,29000.0,2.0,1.0,0.0,Unknown,0.818182,0.181818,0.0,3.0
634,0061N00000Vbo8bQAB,9463244,Batteries & Accessories,Car Accessories,Midwest,Other,21.0,Closed Lost,2.0,1.0,1.0,120000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,5.0
635,0061N00000Vbo8cQAB,6652517,Garage & Car Care,Car Accessories,Midwest,Reseller,96.0,Closed Won,2.0,2.0,2.0,11400.0,3.0,3.0,0.0,Unknown,0.0,1.0,0.0,2.0
636,0061N00000Vbo8dQAB,9515314,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,18.0,Closed Won,2.0,3.0,3.0,1400.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
637,0061N00000Vbo8eQAB,9475445,Exterior Accessories,Car Accessories,Midwest,Reseller,7.0,Closed Lost,4.0,15.0,15.0,60000.0,1.0,1.0,0.0,Unknown,0.0,0.006711,0.993289,4.0
638,0061N00000Vbo8fQAB,7805130,Replacement Parts,Car Accessories,Midwest,Reseller,49.0,Closed Won,3.0,1.0,1.0,3664.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
639,0061N00000Vbo8gQAB,6369951,Garage & Car Care,Car Accessories,Midwest,Reseller,24.0,Closed Won,2.0,0.0,0.0,60137.0,3.0,3.0,0.0,Unknown,0.0,0.0,0.0,4.0
640,0061N00000Vbo8hQAB,6422710,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,49.0,Closed Lost,2.0,58.0,58.0,30000.0,2.0,2.0,0.0,Unknown,0.0,1.0,0.0,3.0
641,0061N00000Vbo8iQAB,8522984,Towing & Hitches,Car Accessories,Midwest,Fields Sales,5.0,Closed Won,4.0,10.0,10.0,61347.0,1.0,1.0,4.0,Unknown,0.07767,0.92233,0.0,4.0
642,0061N00000Vbo8jQAB,8540377,Garage & Car Care,Car Accessories,Northwest,Reseller,27.0,Closed Won,1.0,0.0,0.0,6162.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
643,0061N00000Vbo8kQAB,8244408,Motorcycle Parts,Performance & Non-auto,Southwest,Other,38.0,Closed Lost,1.0,0.0,0.0,200000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,5.0
644,0061N00000Vbo8lQAB,6751265,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,76.0,Closed Lost,2.0,18.0,18.0,45000.0,4.0,5.0,0.0,Unknown,1.0,0.0,0.0,3.0
645,0061N00000Vbo8mQAB,7120218,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,79.0,Closed Won,2.0,0.0,0.0,12453.0,2.0,2.0,0.0,None,0.0,0.0,1.0,2.0
646,0061N00000Vbo8nQAB,9650779,Exterior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,10.0,Closed Won,2.0,6.0,6.0,24795.0,1.0,1.0,0.0,Unknown,0.0,0.0,1.0,2.0
647,0061N00000Vbo8oQAB,9710157,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,14.0,Closed Won,1.0,0.0,0.0,2817.0,1.0,1.0,1.0,None,0.0,0.0,0.0,1.0
648,0061N00000Vbo8pQAB,9532536,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,20.0,Closed Won,1.0,0.0,0.0,66622.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,4.0
649,0061N00000Vbo8qQAB,6626261,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,90.0,Closed Lost,3.0,8.0,8.0,25000.0,1.0,1.0,0.0,Unknown,0.666667,0.333333,0.0,3.0
650,0061N00000Vbo8rQAB,7851118,Performance Parts,Performance & Non-auto,Mid-Atlantic,Fields Sales,48.0,Closed Lost,2.0,2.0,2.0,400000.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,6.0
651,0061N00000Vbo8sQAB,7608783,Garage & Car Care,Car Accessories,Northwest,Reseller,53.0,Closed Won,3.0,5.0,5.0,10979.0,1.0,1.0,0.0,Known,0.0,0.0,1.0,2.0
652,0061N00000Vbo8tQAB,7738239,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,30.0,Closed Lost,2.0,26.0,26.0,50000.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,4.0
653,0061N00000Vbo8uQAB,7235979,Exterior Accessories,Car Accessories,Midwest,Reseller,63.0,Closed Lost,2.0,13.0,13.0,30000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
654,0061N00000Vbo8vQAB,6462808,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,101.0,Closed Won,5.0,4.0,2.0,21000.0,5.0,5.0,0.0,Unknown,0.186047,0.255814,0.046512,2.0
655,0061N00000Vbo8wQAB,7936363,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,13.0,Closed Lost,3.0,35.0,0.0,25000.0,1.0,1.0,0.0,Known,0.0,0.008571,0.0,3.0
656,0061N00000Vbo8xQAB,9518156,Towing & Hitches,Car Accessories,Midwest,Reseller,4.0,Closed Won,3.0,17.0,15.0,16564.0,1.0,1.0,2.0,Unknown,0.905325,0.0,0.0,2.0
657,0061N00000Vbo8yQAB,7466892,Interior Accessories,Car Accessories,Southeast,Fields Sales,45.0,Closed Lost,2.0,21.0,21.0,300000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,6.0
658,0061N00000Vbo8zQAB,6714080,Towing & Hitches,Car Accessories,Southwest,Fields Sales,54.0,Closed Lost,3.0,41.0,41.0,75000.0,1.0,1.0,0.0,Unknown,0.017199,0.982801,0.0,4.0
659,0061N00000Vbo90QAB,9440228,Towing & Hitches,Car Accessories,Mid-Atlantic,Fields Sales,14.0,Closed Lost,2.0,9.0,9.0,25000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,3.0
660,0061N00000Vbo91QAB,7370569,Exterior Accessories,Car Accessories,Pacific,Reseller,65.0,Closed Won,2.0,5.0,5.0,76391.0,5.0,1.0,2.0,Unknown,0.0,1.0,0.0,4.0
661,0061N00000Vbo92QAB,7440867,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,67.0,Closed Won,1.0,0.0,0.0,15000.0,2.0,4.0,1.0,Unknown,0.0,0.0,0.0,2.0
662,0061N00000Vbo93QAB,9762436,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,8.0,Closed Won,3.0,3.0,0.0,483025.0,1.0,1.0,4.0,Unknown,0.0,0.0,0.0,6.0
663,0061N00000Vbo94QAB,8399909,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,11.0,Closed Won,3.0,22.0,22.0,149000.0,1.0,1.0,1.0,None,0.0,0.201835,0.798165,5.0
664,0061N00000Vbo95QAB,7007045,Batteries & Accessories,Car Accessories,Northwest,Reseller,44.0,Closed Lost,2.0,40.0,40.0,58139.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
665,0061N00000Vbo96QAB,9528132,Exterior Accessories,Car Accessories,Midwest,Reseller,18.0,Closed Won,2.0,3.0,3.0,4000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
666,0061N00000Vbo97QAB,7713478,Performance Parts,Performance & Non-auto,Southwest,Fields Sales,26.0,Closed Lost,3.0,31.0,31.0,387094.0,1.0,1.0,0.0,Unknown,0.0,0.728155,0.271845,6.0
667,0061N00000Vbo98QAB,6835055,Exterior Accessories,Car Accessories,Northwest,Fields Sales,80.0,Closed Won,5.0,10.0,7.0,0.0,1.0,1.0,4.0,Unknown,0.039216,0.068627,0.617647,1.0
668,0061N00000Vbo99QAB,8491858,Replacement Parts,Car Accessories,Midwest,Reseller,16.0,Closed Lost,2.0,12.0,12.0,5000.0,1.0,1.0,0.0,None,0.0,1.0,0.0,1.0
669,0061N00000Vbo9AQAR,7867983,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,22.0,Closed Lost,2.0,29.0,29.0,150000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,5.0
670,0061N00000Vbo9BQAR,9531662,Exterior Accessories,Car Accessories,Midwest,Reseller,11.0,Closed Won,2.0,10.0,10.0,40000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
671,0061N00000Vbo9CQAR,6197351,Garage & Car Care,Car Accessories,Pacific,Reseller,23.0,Closed Won,3.0,3.0,3.0,54255.0,4.0,5.0,0.0,Unknown,0.0,1.0,0.0,4.0
672,0061N00000Vbo9DQAR,9888818,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,0.0,Closed Lost,3.0,8.0,8.0,400000.0,1.0,1.0,0.0,Unknown,0.448718,0.0,0.551282,6.0
673,0061N00000Vbo9EQAR,7301864,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,67.0,Closed Lost,3.0,1.0,1.0,30000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
674,0061N00000Vbo9FQAR,9742696,Batteries & Accessories,Car Accessories,Southwest,Fields Sales,11.0,Closed Won,3.0,0.0,0.0,23880.0,1.0,1.0,3.0,Unknown,0.0,0.0,1.0,2.0
675,0061N00000Vbo9GQAR,6711234,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,88.0,Closed Lost,2.0,7.0,7.0,116261.0,1.0,3.0,0.0,Unknown,1.0,0.0,0.0,5.0
676,0061N00000Vbo9HQAR,8244344,Exterior Accessories,Car Accessories,Pacific,Other,38.0,Closed Lost,1.0,0.0,0.0,0.0,1.0,1.0,4.0,Unknown,0.0,0.0,0.0,1.0
677,0061N00000Vbo9IQAR,9992745,Performance Parts,Performance & Non-auto,Southeast,Fields Sales,3.0,Closed Lost,2.0,1.0,1.0,28000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
678,0061N00000Vbo9JQAR,7630635,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,44.0,Closed Lost,2.0,16.0,16.0,18421.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
