,Id,Name,NF_Stage_Duration__c,StageName,NF_Stage_Change_Count__c,NF_Days_Through_Closing__c,NF_Days_Through_Qualified__c,Amount,NF_Client_Rev_Mil__c,NF_Client_Size_Employee__c,NF_Rev_T24M_Category__c,NF_Ratio_Identified_To_Total_Days__c,NF_Ratio_Validated_To_Total_Days__c,NF_Ratio_Qualified_To_Total_Days__c,NF_Deal_Size_Category__c,NF_Subgroup__c_Batteries & Accessories,NF_Subgroup__c_Car Electronics,NF_Subgroup__c_Exterior Accessories,NF_Subgroup__c_Garage & Car Care,NF_Subgroup__c_Interior Accessories,NF_Subgroup__c_Motorcycle Parts,NF_Subgroup__c_Performance Parts,NF_Subgroup__c_Replacement Parts,NF_Subgroup__c_Shelters & RV,NF_Subgroup__c_Tires & Wheels,NF_Subgroup__c_Towing & Hitches,NF_Group__c_Car Accessories,NF_Group__c_Car Electronics,NF_Group__c_Performance & Non-auto,NF_Group__c_Tires & Wheels,NF_Region__c_Mid-Atlantic,NF_Region__c_Midwest,NF_Region__c_Northeast,NF_Region__c_Northwest,NF_Region__c_Pacific,NF_Region__c_Southeast,NF_Region__c_Southwest,NF_Route__c_Fields Sales,NF_Route__c_Other,NF_Route__c_Reseller,NF_Route__c_Telecoverage,NF_Route__c_Telesales,MainCompetitors__c_Known,MainCompetitors__c_None,MainCompetitors__c_Unknown
620,0061N00000Vbo8NQAR,7032761,0.626984126984,0.0,0.0625,0.0218579234973,0.0218579234973,0.044278,0.25,0.25,0.0,0.69314718056,0.0,0.0,0.333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
621,0061N00000Vbo8OQAR,7157869,0.587301587302,0.0,0.0625,0.0218579234973,0.0218579234973,0.05,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
622,0061N00000Vbo8PQAR,9472179,0.174603174603,0.0,0.0625,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
623,0061N00000Vbo8QQAR,8228212,0.309523809524,1.0,0.0,0.0,0.0,0.00825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
624,0061N00000Vbo8RQAR,7968153,0.309523809524,1.0,0.125,0.0491803278689,0.0382513661202,0.038753,0.0,0.0,0.0,0.0,0.0,0.613594644399,0.333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
625,0061N00000Vbo8SQAR,8164266,0.222222222222,1.0,0.0625,0.0710382513661,0.0,0.000573,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
626,0061N00000Vbo8TQAR,7219921,0.52380952381,1.0,0.1875,0.0546448087432,0.0382513661202,0.030674,0.75,0.0,0.0,0.0,0.118952129777,0.456758169162,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
627,0061N00000Vbo8UQAR,9626070,0.126984126984,1.0,0.0,0.0,0.0,0.012537,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
628,0061N00000Vbo8VQAR,6313248,0.706349206349,0.0,0.125,0.120218579235,0.120218579235,0.006134,0.0,0.0,0.0,0.00892901741089,0.688652595026,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
629,0061N00000Vbo8WQAR,7608386,0.206349206349,0.0,0.0625,0.191256830601,0.191256830601,0.01,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
630,0061N00000Vbo8XQAR,8202666,0.293650793651,1.0,0.0625,0.0109289617486,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
631,0061N00000Vbo8YQAR,7595204,0.277777777778,0.0,0.125,0.147540983607,0.147540983607,0.005,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
632,0061N00000Vbo8ZQAR,6770103,0.579365079365,1.0,0.3125,0.0983606557377,0.0437158469945,0.052788,0.0,0.25,0.0,0.0,0.26893570212,0.153333774823,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
633,0061N00000Vbo8aQAB,7534538,0.404761904762,0.0,0.25,0.0655737704918,0.0655737704918,0.029,0.25,0.0,0.0,0.597837100756,0.167053930817,0.0,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
634,0061N00000Vbo8bQAB,9463244,0.166666666667,0.0,0.0625,0.00546448087432,0.00546448087432,0.12,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
635,0061N00000Vbo8cQAB,6652517,0.761904761905,1.0,0.0625,0.0109289617486,0.0109289617486,0.0114,0.5,0.5,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
636,0061N00000Vbo8dQAB,9515314,0.142857142857,1.0,0.0625,0.016393442623,0.016393442623,0.0014,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
637,0061N00000Vbo8eQAB,9475445,0.0555555555556,0.0,0.1875,0.0819672131148,0.0819672131148,0.06,0.0,0.0,0.0,0.0,0.00668858148405,0.689786038244,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
638,0061N00000Vbo8fQAB,7805130,0.388888888889,1.0,0.125,0.00546448087432,0.00546448087432,0.003664,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
639,0061N00000Vbo8gQAB,6369951,0.190476190476,1.0,0.0625,0.0,0.0,0.060137,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
640,0061N00000Vbo8hQAB,6422710,0.388888888889,0.0,0.0625,0.31693989071,0.31693989071,0.03,0.25,0.25,0.0,0.0,0.69314718056,0.0,0.333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
641,0061N00000Vbo8iQAB,8522984,0.0396825396825,1.0,0.1875,0.0546448087432,0.0546448087432,0.061347,0.0,0.0,1.0,0.0748013031728,0.65353799196,0.0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
642,0061N00000Vbo8jQAB,8540377,0.214285714286,1.0,0.0,0.0,0.0,0.006162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
643,0061N00000Vbo8kQAB,8244408,0.301587301587,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
644,0061N00000Vbo8lQAB,6751265,0.603174603175,0.0,0.0625,0.0983606557377,0.0983606557377,0.045,0.75,1.0,0.0,0.69314718056,0.0,0.0,0.333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
645,0061N00000Vbo8mQAB,7120218,0.626984126984,1.0,0.0625,0.0,0.0,0.012453,0.25,0.25,0.0,0.0,0.0,0.69314718056,0.166666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
646,0061N00000Vbo8nQAB,9650779,0.0793650793651,1.0,0.0625,0.0327868852459,0.0327868852459,0.024795,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.166666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
647,0061N00000Vbo8oQAB,9710157,0.111111111111,1.0,0.0,0.0,0.0,0.002817,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
648,0061N00000Vbo8pQAB,9532536,0.15873015873,1.0,0.0,0.0,0.0,0.066622,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
649,0061N00000Vbo8qQAB,6626261,0.714285714286,0.0,0.125,0.0437158469945,0.0437158469945,0.025,0.0,0.0,0.0,0.510825823766,0.287681822452,0.0,0.333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
650,0061N00000Vbo8rQAB,7851118,0.380952380952,0.0,0.0625,0.0109289617486,0.0109289617486,0.4,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.833333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
651,0061N00000Vbo8sQAB,7608783,0.420634920635,1.0,0.125,0.0273224043716,0.0273224043716,0.010979,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.166666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
652,0061N00000Vbo8tQAB,7738239,0.238095238095,0.0,0.0625,0.142076502732,0.142076502732,0.05,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
653,0061N00000Vbo8uQAB,7235979,0.5,0.0,0.0625,0.0710382513661,0.0710382513661,0.03,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
654,0061N00000Vbo8vQAB,6462808,0.801587301587,1.0,0.25,0.0218579234973,0.0109289617486,0.021,1.0,1.0,0.0,0.170625928795,0.227783967908,0.0454627296322,0.166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
655,0061N00000Vbo8wQAB,7936363,0.103174603175,0.0,0.125,0.191256830601,0.0,0.025,0.0,0.0,0.0,0.0,0.00853447752057,0.0,0.333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
656,0061N00000Vbo8xQAB,9518156,0.031746031746,1.0,0.125,0.0928961748634,0.0819672131148,0.016564,0.0,0.0,0.5,0.644652597702,0.0,0.0,0.166666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
657,0061N00000Vbo8yQAB,7466892,0.357142857143,0.0,0.0625,0.114754098361,0.114754098361,0.3,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.833333333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
658,0061N00000Vbo8zQAB,6714080,0.428571428571,0.0,0.125,0.224043715847,0.224043715847,0.075,0.0,0.0,0.0,0.0170527714745,0.684510491501,0.0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
659,0061N00000Vbo90QAB,9440228,0.111111111111,0.0,0.0625,0.0491803278689,0.0491803278689,0.025,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
660,0061N00000Vbo91QAB,7370569,0.515873015873,1.0,0.0625,0.0273224043716,0.0273224043716,0.076391,1.0,0.0,0.5,0.0,0.69314718056,0.0,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
661,0061N00000Vbo92QAB,7440867,0.531746031746,1.0,0.0,0.0,0.0,0.015,0.25,0.75,0.25,0.0,0.0,0.0,0.166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
662,0061N00000Vbo93QAB,9762436,0.0634920634921,1.0,0.125,0.016393442623,0.0,0.483025,0.0,0.0,1.0,0.0,0.0,0.0,0.833333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
663,0061N00000Vbo94QAB,8399909,0.0873015873016,1.0,0.125,0.120218579235,0.120218579235,0.149,0.0,0.0,0.25,0.0,0.183849555476,0.586766700471,0.666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
664,0061N00000Vbo95QAB,7007045,0.349206349206,0.0,0.0625,0.218579234973,0.218579234973,0.058139,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
665,0061N00000Vbo96QAB,9528132,0.142857142857,1.0,0.0625,0.016393442623,0.016393442623,0.004,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
666,0061N00000Vbo97QAB,7713478,0.206349206349,0.0,0.125,0.169398907104,0.169398907104,0.387094,0.0,0.0,0.0,0.0,0.547054365433,0.240468602147,0.833333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
667,0061N00000Vbo98QAB,6835055,0.634920634921,1.0,0.25,0.0546448087432,0.0382513661202,0.0,0.0,0.0,1.0,0.0384665827145,0.0663746469264,0.480972624253,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
668,0061N00000Vbo99QAB,8491858,0.126984126984,0.0,0.0625,0.0655737704918,0.0655737704918,0.005,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
669,0061N00000Vbo9AQAR,7867983,0.174603174603,0.0,0.0625,0.158469945355,0.158469945355,0.15,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
670,0061N00000Vbo9BQAR,9531662,0.0873015873016,1.0,0.0625,0.0546448087432,0.0546448087432,0.04,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
671,0061N00000Vbo9CQAR,6197351,0.18253968254,1.0,0.125,0.016393442623,0.016393442623,0.054255,0.75,1.0,0.0,0.0,0.69314718056,0.0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
672,0061N00000Vbo9DQAR,9888818,0.0,0.0,0.125,0.0437158469945,0.0437158469945,0.4,0.0,0.0,0.0,0.370679027421,0.0,0.439081685849,0.833333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
673,0061N00000Vbo9EQAR,7301864,0.531746031746,0.0,0.125,0.00546448087432,0.00546448087432,0.03,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
674,0061N00000Vbo9FQAR,9742696,0.0873015873016,1.0,0.125,0.0,0.0,0.02388,0.0,0.0,0.75,0.0,0.0,0.69314718056,0.166666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
675,0061N00000Vbo9GQAR,6711234,0.698412698413,0.0,0.0625,0.0382513661202,0.0382513661202,0.116261,0.0,0.5,0.0,0.69314718056,0.0,0.0,0.666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
676,0061N00000Vbo9HQAR,8244344,0.301587301587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
677,0061N00000Vbo9IQAR,9992745,0.0238095238095,0.0,0.0625,0.00546448087432,0.00546448087432,0.028,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
678,0061N00000Vbo9JQAR,7630635,0.349206349206,0.0,0.0625,0.0874316939891,0.0874316939891,0.018421,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
679,0061N00000Vbo9KQAR,9814286,0.0793650793651,1.0,0.0625,0.00546448087432,0.00546448087432,0.00546,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
680,0061N00000Vbo9LQAR,8249664,0.238095238095,0.0,0.0625,0.0437158469945,0.0437158469945,0.069,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
681,0061N00000Vbo9MQAR,8064652,0.333333333333,1.0,0.0625,0.0109289617486,0.0109289617486,0.010259,0.0,0.0,0.5,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
682,0061N00000Vbo9NQAR,6705720,0.325396825397,1.0,0.25,0.0491803278689,0.016393442623,0.037632,0.5,0.0,0.5,0.0,0.0111733450426,0.256295889066,0.333333333333,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
683,0061N00000Vbo9OQAR,6760082,0.738095238095,1.0,0.0,0.0,0.0,0.043404,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
684,0061N00000Vbo9PQAR,9806325,0.047619047619,1.0,0.0625,0.0273224043716,0.0273224043716,0.04,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
685,0061N00000Vbo9QQAR,7969383,0.134920634921,0.0,0.0625,0.169398907104,0.169398907104,0.02,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
686,0061N00000Vbo9RQAR,7454669,0.388888888889,0.0,0.0625,0.0928961748634,0.0928961748634,0.00155,0.0,1.0,0.0,0.69314718056,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
687,0061N00000Vbo9SQAR,8055164,0.357142857143,1.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
688,0061N00000Vbo9TQAR,9468526,0.142857142857,1.0,0.125,0.0218579234973,0.0218579234973,0.07342,0.0,0.0,0.25,0.0,0.69314718056,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
689,0061N00000Vbo9UQAR,7844534,0.325396825397,0.0,0.0625,0.0546448087432,0.0546448087432,0.02,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
690,0061N00000Vbo9VQAR,7852370,0.285714285714,1.0,0.0625,0.0819672131148,0.0819672131148,0.00775,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
691,0061N00000Vbo9WQAR,6527077,0.277777777778,1.0,0.3125,0.0109289617486,0.00546448087432,0.002275,0.0,0.25,0.0,0.0,0.21357390799,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
692,0061N00000Vbo9XQAR,6810074,0.603174603175,0.0,0.1875,0.0765027322404,0.0601092896175,0.005,0.0,0.0,0.0,0.0,0.269919497832,0.396030744121,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
693,0061N00000Vbo9YQAR,7187992,0.0714285714286,0.0,0.1875,0.0819672131148,0.0819672131148,0.05,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
694,0061N00000Vbo9ZQAR,7717036,0.349206349206,0.0,0.0625,0.0710382513661,0.0710382513661,0.01,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
695,0061N00000Vbo9aQAB,9626653,0.126984126984,1.0,0.0,0.0,0.0,0.005683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
696,0061N00000Vbo9bQAB,5700540,0.444444444444,1.0,0.25,0.0601092896175,0.0601092896175,0.04,0.75,1.0,1.0,0.25442514055,0.5366570998,0.0,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
697,0061N00000Vbo9cQAB,7125790,0.626984126984,1.0,0.0,0.0,0.0,0.127333,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
698,0061N00000Vbo9dQAB,8510803,0.126984126984,0.0,0.125,0.0655737704918,0.0655737704918,2e-05,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
699,0061N00000Vbo9eQAB,7454568,0.460317460317,1.0,0.125,0.0437158469945,0.0382513661202,0.031305,0.0,0.0,0.0,0.0,0.611597045622,0.0,0.333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
700,0061N00000Vbo9fQAB,9478631,0.0714285714286,1.0,0.1875,0.0710382513661,0.0710382513661,0.6,0.0,0.0,0.75,0.0,0.0077816443179,0.689233532219,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
701,0061N00000Vbo9gQAB,6729267,0.753968253968,1.0,0.0,0.0,0.0,0.008,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
702,0061N00000Vbo9hQAB,6760185,0.507936507937,0.0,0.0625,0.158469945355,0.158469945355,0.02,0.25,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
703,0061N00000Vbo9iQAB,6914743,0.603174603175,1.0,0.1875,0.0546448087432,0.0546448087432,0.050903,0.0,0.75,0.0,0.0,0.0284377857878,0.643876050745,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
704,0061N00000Vbo9jQAB,9916224,0.0555555555556,1.0,0.0,0.0,0.0,0.245348,0.0,0.0,1.0,0.0,0.0,0.0,0.666666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
705,0061N00000Vbo9kQAB,7051505,0.579365079365,1.0,0.1875,0.0491803278689,0.0382513661202,0.153,0.0,0.75,0.75,0.336472236621,0.0,0.352220437339,0.666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
706,0061N00000Vbo9lQAB,5736172,0.357142857143,1.0,0.1875,0.44262295082,0.44262295082,0.14,0.0,0.5,0.75,0.0,0.39304226311,0.417735517773,0.666666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
707,0061N00000Vbo9mQAB,5357385,0.666666666667,0.0,0.1875,0.377049180328,0.377049180328,0.074999,0.75,0.0,0.0,0.646070772072,0.0879843201935,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
708,0061N00000Vbo9nQAB,8117029,0.214285714286,1.0,0.25,0.0765027322404,0.0382513661202,0.117398,0.0,0.0,0.0,0.0,0.261295231717,0.148180321224,0.666666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
709,0061N00000Vbo9oQAB,6441142,0.507936507937,0.0,0.0625,0.229508196721,0.229508196721,0.03,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
