Random Num,NF_Opportunity,Close Date,Opportunity Name,NF_Subgroup,NF_Group,NF_Region,NF_Route,NF_Stage_Duration,Stage,NF_Stage_Change_Count,NF_Days_Through_Closing,NF_Days_Through_Qualified,Amount,NF_Client_Rev_Mil,NF_Client_Size_Employee,NF_Rev_T24M_Category,Main Compeitor(s),NF_Ratio_Identified_To_Total_Days,NF_Ratio_Validated_To_Total_Days,NF_Ratio_Qualified_To_Total_Days,NF_Deal_Size_Category
527,1,1/1/2018,9895125,Batteries & Accessories,Car Accessories,Midwest,Reseller,2,Closed Won,5,6,6,790000,1,1,0,Unknown,0,0.032787,0.967213,7
529,1,1/1/2018,7521480,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Other,39,Closed Won,6,23,22,57000,1,5,0,Unknown,0,0.13913,0.795652,4
531,1,1/1/2018,7216992,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,15,Closed Lost,3,39,39,150000,4,4,0,Known,0,1,0,5
532,1,1/1/2018,7176264,Exterior Accessories,Car Accessories,Pacific,Fields Sales,73,Closed Lost,2,4,4,75000,1,5,2,Unknown,1,0,0,4
532,1,1/1/2018,9557376,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,15,Closed Won,3,3,3,830812,1,1,4,Unknown,0.322581,0.677419,0,7
532,1,1/1/2018,8519291,Exterior Accessories,Car Accessories,Northeast,Telesales,27,Closed Won,4,1,1,6500,1,1,1,None,0,0.142857,0.857143,1
533,1,1/1/2018,7609495,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,43,Closed Won,5,3,2,233024,1,1,0,Unknown,0,0.724138,0.034483,5
534,1,1/1/2018,6246189,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,110,Closed Won,4,4,4,294698,3,5,0,Unknown,0,0.119048,0.857143,6
535,1,1/1/2018,8538301,Exterior Accessories,Car Accessories,Midwest,Fields Sales,22,Closed Lost,2,5,5,1000,1,1,0,None,1,0,0,1
535,1,1/1/2018,9469137,Motorcycle Parts,Performance & Non-auto,Northeast,Fields Sales,19,Closed Won,2,3,0,55000,1,1,3,Unknown,0,0,0,4
535,1,1/1/2018,6426630,Exterior Accessories,Car Accessories,Southwest,Fields Sales,42,Closed Won,7,32,29,16462,2,2,0,Known,0.180952,0,0.730159,2
536,1,1/1/2018,7123234,Interior Accessories,Car Accessories,Pacific,Fields Sales,56,Closed Won,3,23,23,1583,4,5,0,Unknown,0.639485,0,0.360515,1
537,1,1/1/2018,9766646,Interior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,2,Closed Lost,2,10,10,100000,1,1,0,Unknown,0,1,0,5
538,1,1/1/2018,8190625,Exterior Accessories,Car Accessories,Pacific,Fields Sales,27,Closed Lost,2,13,13,155014,1,1,0,Unknown,0,1,0,5
540,1,1/1/2018,7081298,Batteries & Accessories,Car Accessories,Northeast,Reseller,41,Closed Won,3,17,17,5000,1,1,0,Unknown,0,1,0,1
544,1,1/1/2018,9634605,Exterior Accessories,Car Accessories,Midwest,Telesales,13,Closed Lost,2,0,0,12000,1,1,0,None,0,0,0,2
544,1,1/1/2018,8292670,Performance Parts,Performance & Non-auto,Midwest,Reseller,37,Closed Lost,2,0,0,90000,1,1,0,Unknown,0,0,0,4
545,1,1/1/2018,7812334,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,25,Closed Lost,2,28,28,200000,1,1,0,Unknown,0,1,0,5
547,1,1/1/2018,8121302,Replacement Parts,Car Accessories,Pacific,Fields Sales,30,Closed Lost,2,12,12,155014,1,1,2,Unknown,1,0,0,5
547,1,1/1/2018,8219672,Garage & Car Care,Car Accessories,Northwest,Fields Sales,36,Closed Lost,2,3,3,17000,1,1,0,Unknown,1,0,0,2
548,1,1/1/2018,7220722,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,70,Closed Lost,2,6,6,200000,2,1,0,Known,0,1,0,5
548,1,1/1/2018,6291530,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,32,Closed Won,5,80,47,245,5,5,3,Known,0.133085,0.042289,0.406716,1
553,1,1/1/2018,6820350,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,68,Closed Lost,4,22,22,120000,5,1,0,Known,0.64574,0.327354,0.026906,5
553,1,1/1/2018,8478713,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,25,Closed Won,4,5,5,22500,1,1,0,None,0,0.066667,0.933333,2
556,1,1/1/2018,7612773,Replacement Parts,Car Accessories,Mid-Atlantic,Fields Sales,50,Closed Won,2,10,10,5337,1,1,0,Unknown,0,0,1,1
557,1,1/1/2018,7288390,Shelters & RV,Performance & Non-auto,Pacific,Reseller,73,Closed Won,1,0,0,387536,1,1,4,Unknown,0,0,0,6
557,1,1/1/2018,6119485,Garage & Car Care,Car Accessories,Midwest,Reseller,119,Closed Won,1,0,0,16180,3,4,0,Unknown,0,0,0,2
557,1,1/1/2018,6291140,Interior Accessories,Car Accessories,Midwest,Reseller,24,Closed Won,3,8,8,25000,1,1,0,Unknown,0,1,0,3
559,1,1/1/2018,7003396,Exterior Accessories,Car Accessories,Northwest,Fields Sales,77,Closed Lost,2,8,8,30000,4,1,0,Known,0,1,0,3
560,1,1/1/2018,9626052,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,16,Closed Won,1,0,0,1650,1,1,0,None,0,0,0,1
562,1,1/1/2018,6472448,Towing & Hitches,Car Accessories,Pacific,Fields Sales,88,Closed Lost,4,16,16,10000,2,1,0,Unknown,0,1,0,2
566,1,1/1/2018,7481720,Batteries & Accessories,Car Accessories,Southwest,Reseller,54,Closed Lost,3,11,11,126000,3,3,0,Unknown,0.06422,0.93578,0,5
566,1,1/1/2018,8167555,Garage & Car Care,Car Accessories,Northeast,Reseller,16,Closed Lost,3,24,24,16200,1,1,0,Unknown,0,1,0,2
568,1,1/1/2018,7162828,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,28,Closed Lost,4,50,50,300000,1,1,0,Unknown,0.754032,0.245968,0,6
568,1,1/1/2018,8191321,Exterior Accessories,Car Accessories,Northeast,Telesales,38,Closed Won,3,3,3,10000,1,1,0,None,0,0.6,0.4,2
572,1,1/1/2018,9624269,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,4,Closed Won,3,1,1,14106,1,1,4,Unknown,0,1,0,2
573,1,1/1/2018,9384560,Towing & Hitches,Car Accessories,Northeast,Fields Sales,21,Closed Lost,4,3,3,165000,1,1,0,Unknown,0,0.777778,0.222222,5
573,1,1/1/2018,7132671,Interior Accessories,Car Accessories,Pacific,Fields Sales,79,Closed Won,1,0,0,5217,1,1,0,None,0,0,0,1
573,1,1/1/2018,8139545,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,37,Closed Won,3,4,4,800000,1,1,4,Known,0,0.022727,0.977273,7
576,1,1/1/2018,7973560,Motorcycle Parts,Performance & Non-auto,Northeast,Fields Sales,19,Closed Lost,3,28,28,100000,1,1,0,Unknown,0.250883,0.749117,0,5
577,1,1/1/2018,9511399,Motorcycle Parts,Performance & Non-auto,Southwest,Fields Sales,16,Closed Lost,2,0,0,107000,1,1,0,Unknown,0,0,0,5
579,1,1/1/2018,7792511,Tires & Wheels,Tires & Wheels,Pacific,Fields Sales,30,Closed Lost,5,14,14,96000,1,1,0,None,0.541667,0.458333,0,4
579,1,1/1/2018,9560713,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,12,Closed Won,2,6,6,855,1,1,0,Unknown,1,0,0,1
580,1,1/1/2018,5916851,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,126,Closed Won,2,0,0,123142,3,2,0,Known,0,0,0,5
581,1,1/1/2018,6700704,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,65,Closed Lost,2,31,31,1000,1,1,0,Unknown,0,1,0,1
582,1,1/1/2018,7800725,Towing & Hitches,Car Accessories,Mid-Atlantic,Reseller,35,Closed Lost,3,18,18,130000,1,1,0,Unknown,0.005495,0.994505,0,5
583,1,1/1/2018,8269624,Motorcycle Parts,Performance & Non-auto,Southwest,Fields Sales,28,Closed Won,3,10,10,159687,1,1,0,None,0,0.773196,0.226804,5
583,1,1/1/2018,9399376,Exterior Accessories,Car Accessories,Midwest,Fields Sales,8,Closed Won,3,16,16,500000,1,1,4,Unknown,0.773006,0,0.226994,7
584,1,1/1/2018,7784891,Batteries & Accessories,Car Accessories,Pacific,Reseller,16,Closed Lost,3,37,37,38753,1,1,0,Unknown,0,1,0,3
586,1,1/1/2018,8038216,Exterior Accessories,Car Accessories,Midwest,Reseller,16,Closed Lost,3,29,29,6134,1,1,0,Unknown,0,1,0,1
586,1,1/1/2018,7843078,Garage & Car Care,Car Accessories,Midwest,Reseller,35,Closed Lost,2,17,17,6240,1,1,0,Unknown,0,1,0,1
587,1,1/1/2018,7381673,Exterior Accessories,Car Accessories,Pacific,Other,68,Closed Lost,2,1,1,500000,5,1,0,Known,0,1,0,7
587,1,1/1/2018,8096327,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,42,Closed Won,2,1,0,21686,1,1,0,Known,0,0,0,2
588,1,1/1/2018,6909396,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,64,Closed Lost,2,23,23,10000,1,3,0,Unknown,0,1,0,2
589,1,1/1/2018,8212319,Batteries & Accessories,Car Accessories,Northeast,Reseller,39,Closed Won,1,0,0,60000,1,1,0,Unknown,0,0,0,4
590,1,1/1/2018,7979769,Exterior Accessories,Car Accessories,Northeast,Reseller,16,Closed Lost,6,31,31,50000,1,1,3,Unknown,0,0.013029,0.986971,4
591,1,1/1/2018,5431099,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,82,Closed Lost,4,67,67,64417,1,3,0,Known,0.10847,0.057949,0.833581,4
592,1,1/1/2018,6676764,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,85,Closed Lost,2,11,11,0,4,5,0,Unknown,1,0,0,1
592,1,1/1/2018,6819123,Exterior Accessories,Car Accessories,Midwest,Reseller,86,Closed Won,5,4,4,11191,1,3,0,Unknown,0.5,0.025,0.475,2
593,1,1/1/2018,8466246,Replacement Parts,Car Accessories,Southeast,Telesales,24,Closed Won,2,5,5,2000,1,1,0,Unknown,0,1,0,1
594,1,1/1/2018,9757907,Exterior Accessories,Car Accessories,Southwest,Reseller,6,Closed Won,3,6,0,270000,1,1,0,Unknown,0,0.017544,0,6
597,1,1/1/2018,7250706,Motorcycle Parts,Performance & Non-auto,Southwest,Fields Sales,73,Closed Lost,2,1,1,100000,1,2,0,Unknown,1,0,0,5
597,1,1/1/2018,7892875,Replacement Parts,Car Accessories,Northwest,Reseller,16,Closed Lost,4,33,33,65789,1,1,0,None,0.615152,0.384848,0,4
598,1,1/1/2018,6913661,Exterior Accessories,Car Accessories,Pacific,Reseller,84,Closed Won,2,3,3,7750,1,1,0,Unknown,1,0,0,1
599,1,1/1/2018,8212591,Garage & Car Care,Car Accessories,Southeast,Reseller,37,Closed Won,3,3,3,19000,1,1,0,Unknown,0,0.16,0.84,2
600,1,1/1/2018,9874087,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,0,Closed Lost,2,9,9,50000,1,1,0,Known,1,0,0,4
600,1,1/1/2018,7638182,Shelters & RV,Performance & Non-auto,Southeast,Reseller,58,Closed Won,2,1,1,15000,1,1,0,Known,0,0,1,2
603,1,1/1/2018,7811864,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,16,Closed Lost,4,36,36,250000,1,1,0,Unknown,0.00838,0.99162,0,6
604,1,1/1/2018,7657726,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,44,Closed Lost,3,14,14,8100,1,1,0,None,0,0.007042,0.992958,1
605,1,1/1/2018,7856910,Garage & Car Care,Car Accessories,Midwest,Fields Sales,40,Closed Lost,3,11,11,35000,1,1,0,Unknown,0,0.990476,0.009524,3
605,1,1/1/2018,9643219,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,15,Closed Lost,2,1,0,212,1,1,0,None,0,0,0,1
606,1,1/1/2018,6232686,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,45,Closed Lost,3,1,1,20000,4,5,0,Unknown,0,0,1,2
607,1,1/1/2018,7925161,Tires & Wheels,Tires & Wheels,Midwest,Reseller,48,Closed Lost,2,0,0,52500,1,1,0,Unknown,0,0,0,4
607,1,1/1/2018,7289336,Garage & Car Care,Car Accessories,Midwest,Reseller,72,Closed Won,2,1,1,468,1,1,0,Unknown,0,1,0,1
608,1,1/1/2018,8167006,Exterior Accessories,Car Accessories,Midwest,Fields Sales,27,Closed Lost,2,14,14,200000,1,1,4,Known,0,1,0,5
608,1,1/1/2018,6900844,Interior Accessories,Car Accessories,Northeast,Fields Sales,86,Closed Lost,2,1,1,80000,1,1,0,Known,0,1,0,4
608,1,1/1/2018,8158319,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,30,Closed Won,3,11,11,8172,1,1,0,Unknown,0,0.009259,0.990741,1
609,1,1/1/2018,7860606,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,25,Closed Lost,2,26,26,100000,1,1,0,Unknown,1,0,0,5
609,1,1/1/2018,7051900,Interior Accessories,Car Accessories,Pacific,Other,48,Closed Lost,3,34,34,83707,1,4,0,Unknown,0.899705,0,0.100295,4
610,1,1/1/2018,8303496,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,16,Closed Lost,2,20,20,30000,1,1,0,Unknown,1,0,0,3
610,1,1/1/2018,6577356,Batteries & Accessories,Car Accessories,Southwest,Reseller,96,Closed Won,4,2,2,6000,2,3,0,Unknown,0,0.947368,0.052632,1
610,1,1/1/2018,6986372,Garage & Car Care,Car Accessories,Midwest,Reseller,46,Closed Won,5,27,26,2784,1,1,3,Unknown,0,0.085185,0.885185,1
611,1,1/1/2018,9372191,Car Electronics,Car Electronics,Mid-Atlantic,Fields Sales,13,Closed Lost,2,13,13,50000,1,1,0,None,0,1,0,4
612,1,1/1/2018,7843114,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,48,Closed Won,2,3,3,10000,1,1,0,Unknown,0,1,0,2
614,1,1/1/2018,7216558,Interior Accessories,Car Accessories,Midwest,Fields Sales,72,Closed Lost,2,4,4,50000,1,1,0,Unknown,1,0,0,4
614,1,1/1/2018,9626331,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,16,Closed Won,1,0,0,1408,1,1,0,None,0,0,0,1
614,1,1/1/2018,9679730,Shelters & RV,Performance & Non-auto,Pacific,Reseller,15,Closed Won,1,0,0,240272,1,1,2,Unknown,0,0,0,5
614,1,1/1/2018,7037613,Shelters & RV,Performance & Non-auto,Pacific,Telesales,63,Closed Won,3,0,0,500,1,1,0,None,0,1,0,1
616,1,1/1/2018,6055504,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,23,Closed Won,3,8,8,50000,2,1,0,Unknown,0,1,0,4
617,1,1/1/2018,6999605,Garage & Car Care,Car Accessories,Midwest,Fields Sales,60,Closed Lost,2,24,24,80000,3,5,0,Known,1,0,0,4
617,1,1/1/2018,8467158,Garage & Car Care,Car Accessories,Pacific,Telesales,18,Closed Lost,4,12,12,40000,1,1,0,Unknown,0.066667,0.141667,0.791667,3
617,1,1/1/2018,7867407,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,46,Closed Won,3,5,5,23712,1,1,0,Unknown,0.510204,0,0.489796,2
618,1,1/1/2018,6276222,Exterior Accessories,Car Accessories,Pacific,Fields Sales,109,Closed Won,3,5,5,14763,4,1,0,Known,0.266667,0,0.733333,2
619,1,1/1/2018,6549568,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,41,Closed Won,5,20,0,927,1,1,0,Unknown,0,0.005128,0,1
619,1,1/1/2018,6965595,Exterior Accessories,Car Accessories,Midwest,Fields Sales,65,Closed Won,4,21,21,270000,1,1,3,Unknown,0.932039,0,0.063107,6
620,1,1/1/2018,7510997,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,32,Closed Lost,2,33,33,120000,1,1,0,Unknown,1,0,0,5
620,1,1/1/2018,7724889,Batteries & Accessories,Car Accessories,Mid-Atlantic,Fields Sales,22,Closed Lost,2,34,34,30000,1,1,0,None,0,1,0,3
622,1,1/1/2018,6270177,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,78,Closed Lost,3,35,35,26744,1,3,0,Known,0.033994,0.966006,0,3
622,1,1/1/2018,9562475,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,14,Closed Won,4,4,3,2192,1,1,0,Unknown,0,0.694444,0.194444,1
622,1,1/1/2018,9774490,Garage & Car Care,Car Accessories,Northwest,Fields Sales,10,Closed Won,3,2,2,26809,1,1,0,Unknown,0.117647,0,0.882353,3
625,1,1/1/2018,7448174,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,44,Closed Won,5,21,21,60480,4,1,0,Unknown,0.014423,0.052885,0.932692,4
625,1,1/1/2018,9947156,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,4,Closed Won,2,2,2,36046,1,1,0,Unknown,0,0,1,3
626,1,1/1/2018,6084952,Replacement Parts,Car Accessories,Pacific,Other,25,Closed Won,4,2,2,625000,1,1,0,Unknown,0,1,0,7
628,1,1/1/2018,6484389,Shelters & RV,Performance & Non-auto,Midwest,Reseller,89,Closed Lost,2,15,15,3750,3,2,0,Unknown,0,1,0,1
629,1,1/1/2018,6058765,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,66,Closed Lost,7,48,48,49000,3,3,0,Unknown,0.028926,0.080579,0.890496,3
629,1,1/1/2018,9993006,Shelters & RV,Performance & Non-auto,Northwest,Reseller,4,Closed Lost,2,0,0,150602,1,1,0,Unknown,0,0,0,5
630,1,1/1/2018,7202381,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,53,Closed Lost,5,10,10,29700,3,5,0,Unknown,0,0.592233,0.398058,3
632,1,1/1/2018,8527597,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,16,Closed Lost,2,11,11,100000,1,1,0,Unknown,1,0,0,5
632,1,1/1/2018,7747092,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,55,Closed Won,2,0,0,10000,1,1,0,Unknown,0,1,0,2
634,1,1/1/2018,7313363,Tires & Wheels,Tires & Wheels,Midwest,Fields Sales,54,Closed Lost,3,12,12,105000,4,5,0,Unknown,0,1,0,5
635,1,1/1/2018,6824258,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,82,Closed Lost,2,8,8,200000,3,3,0,Unknown,1,0,0,5
635,1,1/1/2018,6848705,Garage & Car Care,Car Accessories,Southeast,Fields Sales,77,Closed Won,5,4,4,25000,1,1,0,Unknown,0.05,0.425,0.525,3
636,1,1/1/2018,8166275,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,7,Closed Lost,4,34,34,101000,1,1,0,Unknown,0.41194,0.58806,0,5
636,1,1/1/2018,7332938,Exterior Accessories,Car Accessories,Southwest,Reseller,44,Closed Lost,2,28,28,35000,2,3,0,Known,0,1,0,3
639,1,1/1/2018,8202954,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,16,Closed Lost,3,23,23,359,1,1,0,Unknown,0,1,0,1
639,1,1/1/2018,9702551,Shelters & RV,Performance & Non-auto,Midwest,Reseller,0,Closed Won,3,13,13,20000,1,1,3,Unknown,0,0.947761,0.052239,2
641,1,1/1/2018,7212083,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,30,Closed Lost,4,46,46,200000,1,4,0,Unknown,0,0.984816,0.015184,5
643,1,1/1/2018,8043144,Exterior Accessories,Car Accessories,Southeast,Fields Sales,9,Closed Lost,6,36,36,30000,1,1,3,Known,0,0.024862,0.975138,3
643,1,1/1/2018,7682833,Replacement Parts,Car Accessories,Midwest,Fields Sales,52,Closed Lost,3,6,6,50000,1,1,0,None,0.854545,0,0.145455,4
643,1,1/1/2018,6943175,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Fields Sales,77,Closed Lost,3,9,9,200000,4,1,0,Unknown,0.93617,0.06383,0,5
643,1,1/1/2018,6844188,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,58,Closed Won,3,31,31,11946,1,1,0,Unknown,0,0.003215,0.996785,2
644,1,1/1/2018,7535542,Replacement Parts,Car Accessories,Northeast,Fields Sales,40,Closed Lost,3,23,23,20000,1,1,0,Unknown,0.419913,0,0.580087,2
644,1,1/1/2018,7172233,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,77,Closed Won,1,0,0,667,1,1,0,Unknown,0,0,0,1
645,1,1/1/2018,5828451,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,89,Closed Lost,2,42,42,60000,5,3,0,Unknown,0,1,0,4
646,1,1/1/2018,9428190,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,8,Closed Won,3,2,2,40370,1,1,2,Unknown,0,1,0,3
647,1,1/1/2018,7914781,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,49,Closed Lost,2,0,0,60000,1,1,0,Unknown,0,0,0,4
647,1,1/1/2018,8442688,Exterior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,23,Closed Won,3,7,3,13000,1,1,0,Unknown,0,0.445946,0,2
648,1,1/1/2018,7482192,Towing & Hitches,Car Accessories,Southeast,Fields Sales,44,Closed Lost,4,22,22,29000,1,5,0,None,0,0.828704,0.171296,3
648,1,1/1/2018,6441729,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,102,Closed Won,4,4,4,280000,4,4,0,Unknown,0.454545,0.068182,0.477273,6
652,1,1/1/2018,6891730,Replacement Parts,Car Accessories,Midwest,Reseller,84,Closed Won,2,4,4,31844,1,1,0,Unknown,0,1,0,3
653,1,1/1/2018,7804894,Exterior Accessories,Car Accessories,Northeast,Fields Sales,51,Closed Won,3,1,1,243000,1,1,3,None,0,0,1,5
653,1,1/1/2018,6286260,Interior Accessories,Car Accessories,Midwest,Fields Sales,88,Closed Won,6,20,17,719000,1,1,0,Known,0.064677,0.333333,0.427861,7
654,1,1/1/2018,5806700,Replacement Parts,Car Accessories,Mid-Atlantic,Reseller,98,Closed Won,4,34,34,6000,1,1,0,Unknown,0,0.535294,0.464706,1
654,1,1/1/2018,6900563,Shelters & RV,Performance & Non-auto,Southeast,Fields Sales,45,Closed Won,3,6,0,482000,1,1,0,Unknown,0,0,0,6
655,1,1/1/2018,6751095,Replacement Parts,Car Accessories,Southeast,Fields Sales,72,Closed Lost,2,21,21,30000,2,1,4,Unknown,0,1,0,3
657,1,1/1/2018,6492089,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,86,Closed Lost,2,18,18,100000,3,3,0,Unknown,1,0,0,5
657,1,1/1/2018,5930640,Garage & Car Care,Car Accessories,Midwest,Reseller,23,Closed Won,3,2,2,11700,2,1,0,Unknown,0,1,0,2
657,1,1/1/2018,6711663,Exterior Accessories,Car Accessories,Southwest,Reseller,95,Closed Won,1,0,0,50000,1,1,0,Unknown,0,0,0,4
659,1,1/1/2018,6628862,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,91,Closed Lost,2,8,8,0,5,2,0,Unknown,1,0,0,1
659,1,1/1/2018,9391090,Garage & Car Care,Car Accessories,Northwest,Reseller,17,Closed Won,2,8,8,581395,1,1,0,Unknown,0,1,0,7
660,1,1/1/2018,9820059,Exterior Accessories,Car Accessories,Mid-Atlantic,Fields Sales,3,Closed Lost,2,8,8,17000,1,1,0,Unknown,0,1,0,2
660,1,1/1/2018,7888273,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,50,Closed Won,1,0,0,10000,1,1,0,Unknown,0,0,0,2
662,1,1/1/2018,7601570,Replacement Parts,Car Accessories,Midwest,Reseller,49,Closed Lost,2,11,11,134,1,1,0,Unknown,0,1,0,1
663,1,1/1/2018,8036497,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,7,Closed Lost,8,37,37,150013,1,1,0,None,0,1,0,5
665,1,1/1/2018,7940844,Garage & Car Care,Car Accessories,Midwest,Fields Sales,48,Closed Lost,3,0,0,10000,1,1,0,Unknown,0,1,0,2
667,1,1/1/2018,8240589,Shelters & RV,Performance & Non-auto,Southeast,Telesales,28,Closed Won,4,1,0,4500,1,1,3,Unknown,0,0.444444,0,1
668,1,1/1/2018,7692655,Garage & Car Care,Car Accessories,Midwest,Reseller,56,Closed Lost,2,1,1,10000,1,1,0,Known,0,0,1,2
668,1,1/1/2018,7698972,Exterior Accessories,Car Accessories,Pacific,Telesales,28,Closed Lost,2,29,29,50000,1,1,0,None,1,0,0,4
670,1,1/1/2018,7626629,Interior Accessories,Car Accessories,Midwest,Reseller,12,Closed Won,10,43,43,27500,1,1,0,Unknown,0,0.502326,0.495349,3
671,1,1/1/2018,7187789,Batteries & Accessories,Car Accessories,Pacific,Reseller,69,Closed Lost,2,8,8,25000,5,4,0,Unknown,0,1,0,3
672,1,1/1/2018,8047315,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,37,Closed Won,2,8,8,90000,1,1,0,Unknown,0,0,1,4
674,1,1/1/2018,9510430,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,21,Closed Won,1,0,0,17200,1,1,0,Unknown,0,0,0,2
674,1,1/1/2018,9568352,Motorcycle Parts,Performance & Non-auto,Northwest,Fields Sales,15,Closed Won,2,2,2,98925,1,1,2,Unknown,0,1,0,4
676,1,1/1/2018,6927176,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,86,Closed Lost,2,0,0,11627,1,1,0,Unknown,0,0,0,2
676,1,1/1/2018,7580608,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,47,Closed Lost,3,14,14,80000,1,1,0,Unknown,0,0.146853,0.853147,4
677,1,1/1/2018,7313157,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,48,Closed Lost,4,24,24,120000,1,1,0,Unknown,0.256303,0.130252,0.613445,5
680,1,1/1/2018,9626361,Motorcycle Parts,Performance & Non-auto,Northwest,Other,16,Closed Won,1,0,0,2932,1,1,0,None,0,0,0,1
682,1,1/1/2018,6871045,Replacement Parts,Car Accessories,Southeast,Fields Sales,45,Closed Won,3,15,15,24000,4,3,2,Unknown,0,0,1,2
683,1,1/1/2018,7843092,Garage & Car Care,Car Accessories,Pacific,Reseller,44,Closed Lost,2,8,8,46504,1,1,0,Unknown,0,1,0,3
683,1,1/1/2018,8126171,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,3,Closed Lost,2,39,39,31002,1,1,0,Unknown,1,0,0,3
686,1,1/1/2018,8537119,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,9,Closed Lost,2,18,18,9000,1,1,0,Unknown,0,1,0,1
689,1,1/1/2018,7478636,Garage & Car Care,Car Accessories,Midwest,Reseller,60,Closed Won,4,2,2,90000,3,2,2,Unknown,0,0.380952,0.619048,4
691,1,1/1/2018,7172603,Batteries & Accessories,Car Accessories,Midwest,Reseller,48,Closed Lost,7,30,30,50000,3,4,0,Unknown,0.444068,0.505085,0.050847,4
693,1,1/1/2018,9969282,Batteries & Accessories,Car Accessories,Southwest,Reseller,4,Closed Won,2,1,1,1000,1,1,0,Unknown,0,1,0,1
693,1,1/1/2018,7113194,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,80,Closed Won,1,0,0,116261,5,1,3,Unknown,0,0,0,5
694,1,1/1/2018,5404143,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,23,Closed Won,3,33,33,7750,5,2,0,Unknown,1,0,0,1
694,1,1/1/2018,7315643,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,47,Closed Won,3,25,0,10409,1,1,1,Unknown,0,0.012097,0,2
